Object ID,Distance,Status
0.2272727340459823,1041.5721290433994,dynamic
0.3615384697914123,669.5194171941542,dynamic
0.6630434989929199,883.96521424771,dynamic
0.4038461446762085,305.49140740780257,dynamic
0.4247787594795227,322.7526142419299,dynamic
0.3571428656578064,348.6635197436061,dynamic
0.3055555522441864,607.8058900668864,dynamic
0.3028168976306915,1096.02577524436,dynamic
0.2789115607738495,941.9623134711919,dynamic
0.3388429880142212,321.5062207796297,dynamic
0.326241135597229,562.3437560780773,dynamic
0.4215686321258545,77.97756087490811,static
0.366906464099884,541.413889736863,dynamic
0.3448275923728943,1125.7159943786887,dynamic
0.3983050882816314,67.91538853603062,static
0.4333333373069763,148.92279879185725,static
0.3798449635505676,609.0125203967485,dynamic
0.4142857193946838,350.14282800023193,dynamic
0.3507462739944458,1079.0841023757139,dynamic
0.3835616409778595,546.0579181735212,dynamic
0.2978723347187042,177.98384758173984,dynamic
0.6744186282157898,951.7657274770929,dynamic
0.3360655605792999,214.55185853308285,dynamic
0.4354838728904724,13.313526955694348,static
0.2547169923782348,791.9595949289333,dynamic
0.2114285677671432,747.0624137245829,dynamic
0.2774869203567505,802.919827878226,dynamic
0.2531645596027374,808.0552270730014,dynamic
0.2958579957485199,817.1404408056181,dynamic
0.2962962985038757,281.322768364027,dynamic
0.2644230723381042,1153.2911601152591,dynamic
0.2968036532402038,1174.1742843377212,dynamic
0.2670156955718994,700.0371418717724,dynamic
0.3681318759918213,236.54862079496468,dynamic
0.3660714328289032,244.30769533520635,dynamic
0.234177216887474,640.0316398429065,dynamic
0.369047611951828,1273.4124430050147,dynamic
0.2571428716182709,764.9084912589218,dynamic
0.2534246444702148,636.5997565189607,dynamic
0.4939759075641632,202.63822442964704,dynamic
0.3421052694320678,1289.577934829842,dynamic
0.2564102709293365,1300.4541514409495,dynamic
0.3881579041481018,1252.2861094813757,dynamic
0.4330708682537079,458.59813562638914,dynamic
0.3255814015865326,177.66893369410423,dynamic
0.3400000035762787,184.55486988968892,dynamic
0.290076345205307,334.815247561995,dynamic
0.3199999928474426,103.23274674249446,static
0.2913907170295715,617.6578745551618,dynamic
0.2032520323991775,1353.757086777388,dynamic
0.3743016719818115,1055.7390776134034,dynamic
0.2331288307905197,407.57115943108636,dynamic
0.2185792326927185,481.031443878672,dynamic
0.2800000011920929,631.1592509026545,dynamic
0.3308823406696319,321.76155767897444,dynamic
0.3821138143539428,67.23094525588644,static
0.3642857074737549,838.9000238407435,dynamic
0.337579607963562,1167.4335098839676,dynamic
0.3206106722354889,402.34375849514555,dynamic
0.3488371968269348,248.90158697766472,dynamic
0.5,1090.7127256982014,dynamic
0.3607594966888428,1236.056835262845,dynamic
0.37569060921669,1270.6708857922258,dynamic
0.6515151262283325,1308.1477363050399,dynamic
0.2389937043190002,354.26049737446033,dynamic
0.3184357583522796,184.2776437878453,dynamic
0.6538461446762085,1145.5393926007084,dynamic
0.6753246784210205,1110.1957034685372,dynamic
0.273333340883255,339.258382357754,dynamic
0.3859649002552032,1018.2340104317867,dynamic
0.5681818127632141,1063.4885989045674,dynamic
0.4097222089767456,1022.5314176102365,dynamic
0.6626505851745605,1037.7057627285299,dynamic
